Country,2021
United States,23681175.0
China,18190803.0
Japan,5039148.0
Germany,4351188.0
India,3167271.0
United Kingdom,3144079.0
France,2968405.0
Italy,2180656.0
Canada,2022382.0
South Korea,1942314.0
