Country,2022
United States,26006900.0
China,18307816.0
Japan,4262146.0
Germany,4166872.0
India,3346107.0
United Kingdom,3125404.0
France,2797049.0
Russia,2295527.0
Canada,2190411.0
Italy,2105722.0
