Country,2024
United States,29184900.0
China,18748009.0
Germany,4658526.0
Japan,4026211.0
India,3909097.0
United Kingdom,3644636.0
France,3162023.0
Italy,2372059.0
Canada,2241253.0
Brazil,2171337.0
