Country,2025
United States,30507217.0
China,19231705.0
Germany,4744804.0
India,4187017.0
Japan,4186431.0
United Kingdom,3839180.0
France,3211292.0
Italy,2422855.0
Canada,2225341.0
Brazil,2125958.0
