Country,2023
United States,27720725.0
China,18270351.0
Germany,4527009.0
Japan,4213167.0
India,3638490.0
United Kingdom,3371118.0
France,3056880.0
Italy,2305271.0
Brazil,2191137.0
Canada,2173340.0
